,usage_end_time,cost,usage_amount,usage_unit,service_type
370551,2024-04-24 21:00:00,2.7e-05,766309388271.0,byte-seconds,Artifact Registry
370669,2024-04-24 22:00:00,6.3e-05,1774092048939.0,byte-seconds,Artifact Registry
370776,2024-04-24 23:00:00,5e-05,1396112470802.0,byte-seconds,Artifact Registry
370777,2024-04-24 23:00:00,1.3e-05,377980148138.0,byte-seconds,Artifact Registry
370908,2024-04-25 0:00:00,5.9e-05,1647442283758.0,byte-seconds,Artifact Registry
370909,2024-04-25 0:00:00,4e-06,126650464484.0,byte-seconds,Artifact Registry
371044,2024-04-25 1:00:00,6.3e-05,1774092109492.0,byte-seconds,Artifact Registry
371141,2024-04-25 2:00:00,0.0,0.0,byte-seconds,Artifact Registry
371142,2024-04-25 2:00:00,0.0,0.0,byte-seconds,Artifact Registry
371143,2024-04-25 2:00:00,6.3e-05,1774092109491.0,byte-seconds,Artifact Registry
371271,2024-04-25 3:00:00,2.2e-05,613047384501.0,byte-seconds,Artifact Registry
371272,2024-04-25 3:00:00,4.1e-05,1161045058286.0,byte-seconds,Artifact Registry
371399,2024-04-25 4:00:00,6.3e-05,1774092618773.0,byte-seconds,Artifact Registry
371502,2024-04-25 5:00:00,6.3e-05,1774092618772.0,byte-seconds,Artifact Registry
371611,2024-04-25 6:00:00,6e-05,1679474287602.0,byte-seconds,Artifact Registry
371612,2024-04-25 6:00:00,3e-06,94618273001.0,byte-seconds,Artifact Registry
371718,2024-04-25 7:00:00,6.3e-05,1774092557326.0,byte-seconds,Artifact Registry
371835,2024-04-25 8:00:00,6.3e-05,1774092175285.0,byte-seconds,Artifact Registry
371967,2024-04-25 9:00:00,6.3e-05,1774092175285.0,byte-seconds,Artifact Registry
372085,2024-04-25 10:00:00,6.3e-05,1774092488384.0,byte-seconds,Artifact Registry
372243,2024-04-25 11:00:00,6.3e-05,1774092499741.0,byte-seconds,Artifact Registry
372417,2024-04-25 12:00:00,9e-06,272520374066.0,byte-seconds,Artifact Registry
372418,2024-04-25 12:00:00,5.3e-05,1501572179641.0,byte-seconds,Artifact Registry
372543,2024-04-25 13:00:00,6.3e-05,1774092851060.0,byte-seconds,Artifact Registry
372667,2024-04-25 14:00:00,1.6e-05,465699373402.0,byte-seconds,Artifact Registry
372668,2024-04-25 14:00:00,4.7e-05,1308393232292.0,byte-seconds,Artifact Registry
372822,2024-04-25 15:00:00,2.2e-05,626353219676.0,byte-seconds,Artifact Registry
372823,2024-04-25 15:00:00,4.1e-05,1147739224994.0,byte-seconds,Artifact Registry
372853,2024-04-25 16:00:00,3.6e-05,1008275818577.0,byte-seconds,Artifact Registry
372925,2024-04-25 16:00:00,2.7e-05,765816554590.0,byte-seconds,Artifact Registry
372944,2024-04-25 17:00:00,1.4e-05,415433255273.0,byte-seconds,Artifact Registry
372945,2024-04-25 17:00:00,4.8e-05,1358659057583.0,byte-seconds,Artifact Registry
373091,2024-04-25 18:00:00,6.3e-05,1774092193336.0,byte-seconds,Artifact Registry
373179,2024-04-25 19:00:00,2.7e-05,778629351519.0,byte-seconds,Artifact Registry
373180,2024-04-25 19:00:00,3.5e-05,995463221975.0,byte-seconds,Artifact Registry
373299,2024-04-25 20:00:00,6.3e-05,1774092870847.0,byte-seconds,Artifact Registry
373454,2024-04-25 21:00:00,2.7e-05,771237595242.0,byte-seconds,Artifact Registry
373455,2024-04-25 21:00:00,3.6e-05,1002854923862.0,byte-seconds,Artifact Registry
373594,2024-04-25 22:00:00,2e-05,563767175170.0,byte-seconds,Artifact Registry
373595,2024-04-25 22:00:00,4.3e-05,1210325156266.0,byte-seconds,Artifact Registry
373693,2024-04-25 23:00:00,6.3e-05,1774092509277.0,byte-seconds,Artifact Registry
373815,2024-04-26 0:00:00,2e-05,565245621608.0,byte-seconds,Artifact Registry
373816,2024-04-26 0:00:00,4.3e-05,1208846923681.0,byte-seconds,Artifact Registry
373938,2024-04-26 1:00:00,6.3e-05,1774092622308.0,byte-seconds,Artifact Registry
374061,2024-04-26 2:00:00,1.4e-05,413954945204.0,byte-seconds,Artifact Registry
374062,2024-04-26 2:00:00,4.8e-05,1360137084013.0,byte-seconds,Artifact Registry
374165,2024-04-26 3:00:00,6.3e-05,1774092090645.0,byte-seconds,Artifact Registry
374311,2024-04-26 4:00:00,1.4e-05,406070187011.0,byte-seconds,Artifact Registry
374312,2024-04-26 4:00:00,4.9e-05,1368022722174.0,byte-seconds,Artifact Registry
374434,2024-04-26 5:00:00,6.3e-05,1774092890486.0,byte-seconds,Artifact Registry
374552,2024-04-26 6:00:00,2e-05,561303222919.0,byte-seconds,Artifact Registry
374553,2024-04-26 6:00:00,4.3e-05,1212789192073.0,byte-seconds,Artifact Registry
374647,2024-04-26 7:00:00,4e-06,125664493568.0,byte-seconds,Artifact Registry
374648,2024-04-26 7:00:00,1.4e-05,414447667831.0,byte-seconds,Artifact Registry
374649,2024-04-26 7:00:00,4.4e-05,1233979965440.0,byte-seconds,Artifact Registry
374796,2024-04-26 8:00:00,6.3e-05,1774092415159.0,byte-seconds,Artifact Registry
374884,2024-04-26 9:00:00,6.3e-05,1774092415158.0,byte-seconds,Artifact Registry
374990,2024-04-26 10:00:00,6.3e-05,1773954272194.0,byte-seconds,Artifact Registry
375112,2024-04-26 11:00:00,7e-06,200225391893.0,byte-seconds,Artifact Registry
375113,2024-04-26 11:00:00,5.6e-05,1566467298001.0,byte-seconds,Artifact Registry
375260,2024-04-26 12:00:00,6.3e-05,1766694056227.0,byte-seconds,Artifact Registry
375352,2024-04-26 13:00:00,6.3e-05,1766693615634.0,byte-seconds,Artifact Registry
375465,2024-04-26 14:00:00,1.4e-05,390144840118.0,byte-seconds,Artifact Registry
375466,2024-04-26 14:00:00,1.4e-05,406339473060.0,byte-seconds,Artifact Registry
375467,2024-04-26 14:00:00,3.4e-05,970208575488.0,byte-seconds,Artifact Registry
375603,2024-04-26 15:00:00,1.7e-05,475534963036.0,byte-seconds,Artifact Registry
375604,2024-04-26 15:00:00,4.6e-05,1291158717089.0,byte-seconds,Artifact Registry
375743,2024-04-26 16:00:00,6.3e-05,1766693807631.0,byte-seconds,Artifact Registry
375824,2024-04-26 17:00:00,4.8e-05,1348085569360.0,byte-seconds,Artifact Registry
375876,2024-04-26 17:00:00,1.5e-05,418608095805.0,byte-seconds,Artifact Registry
375954,2024-04-26 18:00:00,9e-06,267948572941.0,byte-seconds,Artifact Registry
375955,2024-04-26 18:00:00,5.3e-05,1498744577475.0,byte-seconds,Artifact Registry
376074,2024-04-26 19:00:00,6.3e-05,1766693735744.0,byte-seconds,Artifact Registry
376189,2024-04-26 20:00:00,6.3e-05,1766693415270.0,byte-seconds,Artifact Registry
376301,2024-04-26 21:00:00,0.0,26500401229.0,byte-seconds,Artifact Registry
376302,2024-04-26 21:00:00,6.2e-05,1740192917568.0,byte-seconds,Artifact Registry
376409,2024-04-26 22:00:00,1.4e-05,417135842621.0,byte-seconds,Artifact Registry
376410,2024-04-26 22:00:00,4.7e-05,1349557901248.0,byte-seconds,Artifact Registry
376517,2024-04-26 23:00:00,0.0,0.0,byte-seconds,Artifact Registry
376518,2024-04-26 23:00:00,6.2e-05,1766693257125.0,byte-seconds,Artifact Registry
376651,2024-04-27 0:00:00,1.9e-05,530008185895.0,byte-seconds,Artifact Registry
376652,2024-04-27 0:00:00,4.4e-05,1236685581086.0,byte-seconds,Artifact Registry
376750,2024-04-27 1:00:00,2.8e-05,795503027161.0,byte-seconds,Artifact Registry
376751,2024-04-27 1:00:00,3.4e-05,971190137057.0,byte-seconds,Artifact Registry
376867,2024-04-27 2:00:00,6.3e-05,1766693442607.0,byte-seconds,Artifact Registry
376982,2024-04-27 3:00:00,1.4e-05,411737783024.0,byte-seconds,Artifact Registry
376983,2024-04-27 3:00:00,4.8e-05,1354955728142.0,byte-seconds,Artifact Registry
377113,2024-04-27 4:00:00,1.5e-05,418608247257.0,byte-seconds,Artifact Registry
377114,2024-04-27 4:00:00,4.8e-05,1348085504754.0,byte-seconds,Artifact Registry
377217,2024-04-27 5:00:00,6.2e-05,1766693560538.0,byte-seconds,Artifact Registry
377323,2024-04-27 6:00:00,6.2e-05,1766693520946.0,byte-seconds,Artifact Registry
377431,2024-04-27 7:00:00,2.3e-05,651222902555.0,byte-seconds,Artifact Registry
377432,2024-04-27 7:00:00,4e-05,1115470954496.0,byte-seconds,Artifact Registry
377576,2024-04-27 8:00:00,6.3e-05,1766693410943.0,byte-seconds,Artifact Registry
377683,2024-04-27 9:00:00,6.3e-05,1766693410943.0,byte-seconds,Artifact Registry
377793,2024-04-27 10:00:00,6.2e-05,1766693526384.0,byte-seconds,Artifact Registry
377904,2024-04-27 11:00:00,6.2e-05,1766693453107.0,byte-seconds,Artifact Registry
378023,2024-04-27 12:00:00,2.2e-05,614907328095.0,byte-seconds,Artifact Registry
378024,2024-04-27 12:00:00,4.1e-05,1151785759590.0,byte-seconds,Artifact Registry
378153,2024-04-27 13:00:00,1.5e-05,443145522330.0,byte-seconds,Artifact Registry
378154,2024-04-27 13:00:00,4.7e-05,1323547780870.0,byte-seconds,Artifact Registry
378257,2024-04-27 14:00:00,1e-06,52019304698.0,byte-seconds,Artifact Registry
378258,2024-04-27 14:00:00,6.1e-05,1714674575465.0,byte-seconds,Artifact Registry
378385,2024-04-27 15:00:00,6.3e-05,1766694020918.0,byte-seconds,Artifact Registry
378511,2024-04-27 16:00:00,1.7e-05,496146509921.0,byte-seconds,Artifact Registry
378512,2024-04-27 16:00:00,4.5e-05,1270547098337.0,byte-seconds,Artifact Registry
378560,2024-04-27 17:00:00,9e-06,264022730994.0,byte-seconds,Artifact Registry
378623,2024-04-27 17:00:00,5.3e-05,1502670083359.0,byte-seconds,Artifact Registry
378661,2024-04-27 18:00:00,6.2e-05,1766694144989.0,byte-seconds,Artifact Registry
378754,2024-04-27 19:00:00,6.2e-05,1766692998255.0,byte-seconds,Artifact Registry
378863,2024-04-27 20:00:00,0.0,26009648834.0,byte-seconds,Artifact Registry
378864,2024-04-27 20:00:00,6.1e-05,1740683726334.0,byte-seconds,Artifact Registry
378989,2024-04-27 21:00:00,1.4e-05,409283998210.0,byte-seconds,Artifact Registry
378990,2024-04-27 21:00:00,4.8e-05,1357410384584.0,byte-seconds,Artifact Registry
379084,2024-04-27 22:00:00,2.3e-05,653676594488.0,byte-seconds,Artifact Registry
379085,2024-04-27 22:00:00,3.9e-05,1113016635563.0,byte-seconds,Artifact Registry
379177,2024-04-27 23:00:00,3e-05,861753962325.0,byte-seconds,Artifact Registry
379178,2024-04-27 23:00:00,3.2e-05,904939735385.0,byte-seconds,Artifact Registry
379303,2024-04-28 0:00:00,6.2e-05,1766693015200.0,byte-seconds,Artifact Registry
379399,2024-04-28 1:00:00,1.4e-05,397996943367.0,byte-seconds,Artifact Registry
379400,2024-04-28 1:00:00,4.8e-05,1368696641185.0,byte-seconds,Artifact Registry
379501,2024-04-28 2:00:00,2.2e-05,612944226655.0,byte-seconds,Artifact Registry
379502,2024-04-28 2:00:00,4e-05,1153749165982.0,byte-seconds,Artifact Registry
379603,2024-04-28 3:00:00,2e-05,558470953950.0,byte-seconds,Artifact Registry
379604,2024-04-28 3:00:00,4.3e-05,1208222799970.0,byte-seconds,Artifact Registry
379762,2024-04-28 4:00:00,6.3e-05,1766693984075.0,byte-seconds,Artifact Registry
379867,2024-04-28 5:00:00,1e-06,31407910103.0,byte-seconds,Artifact Registry
379868,2024-04-28 5:00:00,6.1e-05,1735285068189.0,byte-seconds,Artifact Registry
379980,2024-04-28 6:00:00,4e-06,125631493327.0,byte-seconds,Artifact Registry
379981,2024-04-28 6:00:00,5.8e-05,1641062542947.0,byte-seconds,Artifact Registry
380098,2024-04-28 7:00:00,3e-05,859790376960.0,byte-seconds,Artifact Registry
380099,2024-04-28 7:00:00,3.2e-05,906902342449.0,byte-seconds,Artifact Registry
380256,2024-04-28 8:00:00,6.3e-05,1766693410943.0,byte-seconds,Artifact Registry
380362,2024-04-28 9:00:00,6.3e-05,1766693410943.0,byte-seconds,Artifact Registry
380461,2024-04-28 10:00:00,0.0,26009652994.0,byte-seconds,Artifact Registry
380462,2024-04-28 10:00:00,6.2e-05,1740683873390.0,byte-seconds,Artifact Registry
380582,2024-04-28 11:00:00,6.2e-05,1766693260769.0,byte-seconds,Artifact Registry
380711,2024-04-28 12:00:00,2e-05,564851133983.0,byte-seconds,Artifact Registry
380712,2024-04-28 12:00:00,4.2e-05,1201842693553.0,byte-seconds,Artifact Registry
380827,2024-04-28 13:00:00,2e-05,560434524474.0,byte-seconds,Artifact Registry
380828,2024-04-28 13:00:00,4.2e-05,1206258741729.0,byte-seconds,Artifact Registry
380944,2024-04-28 14:00:00,1.4e-05,414191671852.0,byte-seconds,Artifact Registry
380945,2024-04-28 14:00:00,4.8e-05,1352501546694.0,byte-seconds,Artifact Registry
381092,2024-04-28 15:00:00,6.2e-05,1766693954341.0,byte-seconds,Artifact Registry
381221,2024-04-28 16:00:00,2.2e-05,636991455919.0,byte-seconds,Artifact Registry
381222,2024-04-28 16:00:00,4e-05,1129701808995.0,byte-seconds,Artifact Registry
381344,2024-04-28 17:00:00,2.2e-05,637972931741.0,byte-seconds,Artifact Registry
381345,2024-04-28 17:00:00,3.9e-05,1128720407544.0,byte-seconds,Artifact Registry
381486,2024-04-28 18:00:00,6.2e-05,1766693957960.0,byte-seconds,Artifact Registry
381524,2024-04-28 19:00:00,9e-06,271874330208.0,byte-seconds,Artifact Registry
381525,2024-04-28 19:00:00,3.3e-05,928496222208.0,byte-seconds,Artifact Registry
381643,2024-04-28 19:00:00,2e-05,566322983616.0,byte-seconds,Artifact Registry
381666,2024-04-28 20:00:00,6.2e-05,1766693266786.0,byte-seconds,Artifact Registry
381765,2024-04-28 21:00:00,4e-06,125631619092.0,byte-seconds,Artifact Registry
381766,2024-04-28 21:00:00,5.8e-05,1641061747774.0,byte-seconds,Artifact Registry
381877,2024-04-28 22:00:00,3e-05,859299893634.0,byte-seconds,Artifact Registry
381878,2024-04-28 22:00:00,3.2e-05,907393998828.0,byte-seconds,Artifact Registry
381980,2024-04-28 23:00:00,0.0,26991144574.0,byte-seconds,Artifact Registry
381981,2024-04-28 23:00:00,6.1e-05,1739702317867.0,byte-seconds,Artifact Registry
382117,2024-04-29 0:00:00,1.3e-05,370024205525.0,byte-seconds,Artifact Registry
382118,2024-04-29 0:00:00,4.9e-05,1396669136211.0,byte-seconds,Artifact Registry
382208,2024-04-29 1:00:00,9e-06,270892977561.0,byte-seconds,Artifact Registry
382209,2024-04-29 1:00:00,5.3e-05,1495800496813.0,byte-seconds,Artifact Registry
382308,2024-04-29 2:00:00,6.2e-05,1766694130011.0,byte-seconds,Artifact Registry
382405,2024-04-29 3:00:00,2.7e-05,758696648972.0,byte-seconds,Artifact Registry
382406,2024-04-29 3:00:00,3.6e-05,1007996899514.0,byte-seconds,Artifact Registry
382530,2024-04-29 4:00:00,2.5e-05,715511345840.0,byte-seconds,Artifact Registry
382531,2024-04-29 4:00:00,3.7e-05,1051181969222.0,byte-seconds,Artifact Registry
382643,2024-04-29 5:00:00,6.2e-05,1766693013269.0,byte-seconds,Artifact Registry
382763,2024-04-29 6:00:00,2e-05,564851304070.0,byte-seconds,Artifact Registry
382764,2024-04-29 6:00:00,4.3e-05,1201842636347.0,byte-seconds,Artifact Registry
382863,2024-04-29 7:00:00,2.7e-05,761641376122.0,byte-seconds,Artifact Registry
382864,2024-04-29 7:00:00,3.6e-05,1005051707392.0,byte-seconds,Artifact Registry
383001,2024-04-29 8:00:00,6.3e-05,1766693259185.0,byte-seconds,Artifact Registry
383098,2024-04-29 9:00:00,6.3e-05,1766693259185.0,byte-seconds,Artifact Registry
383206,2024-04-29 10:00:00,1e-06,36315361438.0,byte-seconds,Artifact Registry
383207,2024-04-29 10:00:00,6.2e-05,1730378399596.0,byte-seconds,Artifact Registry
383318,2024-04-29 11:00:00,6.2e-05,1766693632069.0,byte-seconds,Artifact Registry
383456,2024-04-29 12:00:00,2e-05,563378929999.0,byte-seconds,Artifact Registry
383457,2024-04-29 12:00:00,4.2e-05,1203314591823.0,byte-seconds,Artifact Registry
383561,2024-04-29 13:00:00,6.3e-05,1766693162998.0,byte-seconds,Artifact Registry
383688,2024-04-29 14:00:00,1.5e-05,420571347827.0,byte-seconds,Artifact Registry
383689,2024-04-29 14:00:00,4.8e-05,1346122116795.0,byte-seconds,Artifact Registry
383834,2024-04-29 15:00:00,2e-05,559452904206.0,byte-seconds,Artifact Registry
383835,2024-04-29 15:00:00,4.2e-05,1207241180301.0,byte-seconds,Artifact Registry
383993,2024-04-29 16:00:00,6.3e-05,1766693077047.0,byte-seconds,Artifact Registry
384118,2024-04-29 17:00:00,9e-06,270893069108.0,byte-seconds,Artifact Registry
384119,2024-04-29 17:00:00,5.3e-05,1495800292539.0,byte-seconds,Artifact Registry
384242,2024-04-29 18:00:00,6.3e-05,1766693536751.0,byte-seconds,Artifact Registry
384324,2024-04-29 19:00:00,1e-06,34843117789.0,byte-seconds,Artifact Registry
384406,2024-04-29 19:00:00,6.1e-05,1731850353632.0,byte-seconds,Artifact Registry
384549,2024-04-29 20:00:00,1.9e-05,555526964256.0,byte-seconds,Artifact Registry
384550,2024-04-29 20:00:00,4.3e-05,1211167313209.0,byte-seconds,Artifact Registry
384670,2024-04-29 21:00:00,5.4e-05,1515920913095.0,byte-seconds,Artifact Registry
384671,2024-04-29 21:00:00,9e-06,250772286854.0,byte-seconds,Artifact Registry
384782,2024-04-29 22:00:00,3.8e-05,1058052936314.0,byte-seconds,Artifact Registry
384783,2024-04-29 22:00:00,2.5e-05,708640480069.0,byte-seconds,Artifact Registry
384908,2024-04-29 23:00:00,2.8e-05,797956662459.0,byte-seconds,Artifact Registry
384909,2024-04-29 23:00:00,3.4e-05,968736646901.0,byte-seconds,Artifact Registry
385044,2024-04-30 0:00:00,6.2e-05,1766693252134.0,byte-seconds,Artifact Registry
385146,2024-04-30 1:00:00,3.2e-05,905430445285.0,byte-seconds,Artifact Registry
385147,2024-04-30 1:00:00,3e-05,861263219800.0,byte-seconds,Artifact Registry
385256,2024-04-30 2:00:00,6.3e-05,1766693701320.0,byte-seconds,Artifact Registry
385379,2024-04-30 3:00:00,1e-06,34352377056.0,byte-seconds,Artifact Registry
385380,2024-04-30 3:00:00,6.1e-05,1732341749908.0,byte-seconds,Artifact Registry
385499,2024-04-30 4:00:00,6.3e-05,1766693155341.0,byte-seconds,Artifact Registry
385595,2024-04-30 5:00:00,6.3e-05,1766693367581.0,byte-seconds,Artifact Registry
385700,2024-04-30 6:00:00,2.2e-05,636991243842.0,byte-seconds,Artifact Registry
385701,2024-04-30 6:00:00,4e-05,1129702438775.0,byte-seconds,Artifact Registry
385840,2024-04-30 7:00:00,1.3e-05,378857638025.0,byte-seconds,Artifact Registry
385841,2024-04-30 7:00:00,4.9e-05,1387835424768.0,byte-seconds,Artifact Registry
385993,2024-04-30 8:00:00,6.3e-05,1766693360260.0,byte-seconds,Artifact Registry
386115,2024-04-30 9:00:00,6.3e-05,1766693360259.0,byte-seconds,Artifact Registry
386273,2024-04-30 10:00:00,6.3e-05,1766693109975.0,byte-seconds,Artifact Registry
386378,2024-04-30 11:00:00,0.0,342352150.0,bytes,Artifact Registry
386401,2024-04-30 11:00:00,0.000101,2830976109254.0,byte-seconds,Artifact Registry
386520,2024-04-30 12:00:00,0.0,342447013.0,bytes,Artifact Registry
386521,2024-04-30 12:00:00,0.0,5370.0,bytes,Artifact Registry
386549,2024-04-30 12:00:00,5.4e-05,1518375571292.0,byte-seconds,Artifact Registry
386550,2024-04-30 12:00:00,7.2e-05,2012872941503.0,byte-seconds,Artifact Registry
386662,2024-04-30 13:00:00,0.000126,3531359805233.0,byte-seconds,Artifact Registry
386756,2024-04-30 14:00:00,0.0,57087367.0,bytes,Artifact Registry
386781,2024-04-30 14:00:00,4.5e-05,1263704604944.0,byte-seconds,Artifact Registry
386782,2024-04-30 14:00:00,8.1e-05,2267703603289.0,byte-seconds,Artifact Registry
386891,2024-04-30 15:00:00,7.5e-05,2112961712039.0,byte-seconds,Artifact Registry
386892,2024-04-30 15:00:00,5e-05,1418451725984.0,byte-seconds,Artifact Registry
387000,2024-04-30 16:00:00,2.8e-05,803396931936.0,byte-seconds,Artifact Registry
387017,2024-04-30 16:00:00,9.8e-05,2728016891331.0,byte-seconds,Artifact Registry
387093,2024-04-30 17:00:00,0.000126,3531413441362.0,byte-seconds,Artifact Registry
387194,2024-04-30 18:00:00,2.8e-05,782796646123.0,byte-seconds,Artifact Registry
387195,2024-04-30 18:00:00,9.8e-05,2748616931395.0,byte-seconds,Artifact Registry
387309,2024-04-30 19:00:00,3.1e-05,884815300541.0,byte-seconds,Artifact Registry
387310,2024-04-30 19:00:00,9.4e-05,2646599322829.0,byte-seconds,Artifact Registry
387431,2024-04-30 20:00:00,0.000126,3531413497254.0,byte-seconds,Artifact Registry
387545,2024-04-30 21:00:00,4.3e-05,1221280501133.0,byte-seconds,Artifact Registry
387546,2024-04-30 21:00:00,8.3e-05,2310133168986.0,byte-seconds,Artifact Registry
387645,2024-04-30 22:00:00,8e-06,235427543211.0,byte-seconds,Artifact Registry
387646,2024-04-30 22:00:00,0.000117,3295986140326.0,byte-seconds,Artifact Registry
387767,2024-04-30 23:00:00,8e-06,239351356299.0,byte-seconds,Artifact Registry
387768,2024-04-30 23:00:00,0.000118,3292061812565.0,byte-seconds,Artifact Registry
387899,2024-05-01 0:00:00,0.000126,3531413453581.0,byte-seconds,Artifact Registry
387992,2024-05-01 1:00:00,1.9e-05,543445307686.0,byte-seconds,Artifact Registry
387993,2024-05-01 1:00:00,0.000107,2987969161576.0,byte-seconds,Artifact Registry
388097,2024-05-01 2:00:00,0.000126,3531413758152.0,byte-seconds,Artifact Registry
388189,2024-05-01 3:00:00,0.0,0.0,byte-seconds,Artifact Registry
388190,2024-05-01 3:00:00,0.0,0.0,byte-seconds,Artifact Registry
388191,2024-05-01 3:00:00,0.0,0.0,byte-seconds,Artifact Registry
388192,2024-05-01 3:00:00,0.000126,3531413722592.0,byte-seconds,Artifact Registry
388303,2024-05-01 4:00:00,0.000126,3531413380548.0,byte-seconds,Artifact Registry
388406,2024-05-01 5:00:00,0.000126,3531413602033.0,byte-seconds,Artifact Registry
388499,2024-05-01 6:00:00,0.000126,3531413884728.0,byte-seconds,Artifact Registry
388608,2024-05-01 7:00:00,6.1e-05,1710773764096.0,byte-seconds,Artifact Registry
388609,2024-05-01 7:00:00,6.5e-05,1820639972421.0,byte-seconds,Artifact Registry
388744,2024-05-01 8:00:00,0.000122,3531413753801.0,byte-seconds,Artifact Registry
388828,2024-05-01 9:00:00,0.000122,3531413753800.0,byte-seconds,Artifact Registry
388930,2024-05-01 10:00:00,0.000122,3531413788655.0,byte-seconds,Artifact Registry
389019,2024-05-01 11:00:00,6e-06,181475425096.0,byte-seconds,Artifact Registry
389020,2024-05-01 11:00:00,0.000116,3349938358400.0,byte-seconds,Artifact Registry
389128,2024-05-01 12:00:00,0.000122,3531413620399.0,byte-seconds,Artifact Registry
389218,2024-05-01 13:00:00,3.3e-05,975062515209.0,byte-seconds,Artifact Registry
389219,2024-05-01 13:00:00,8.8e-05,2556350821662.0,byte-seconds,Artifact Registry
389322,2024-05-01 14:00:00,0.000122,3531413722795.0,byte-seconds,Artifact Registry
389440,2024-05-01 15:00:00,2e-06,58856895543.0,byte-seconds,Artifact Registry
389441,2024-05-01 15:00:00,8e-06,243275181280.0,byte-seconds,Artifact Registry
389442,2024-05-01 15:00:00,0.000112,3229281681408.0,byte-seconds,Artifact Registry
389570,2024-05-01 16:00:00,0.000122,3531413685440.0,byte-seconds,Artifact Registry
389616,2024-05-01 17:00:00,1.7e-05,499302500531.0,byte-seconds,Artifact Registry
389677,2024-05-01 17:00:00,0.000105,3032111828576.0,byte-seconds,Artifact Registry
389715,2024-05-01 18:00:00,0.000121,3531413039820.0,byte-seconds,Artifact Registry
389804,2024-05-01 19:00:00,4e-05,1161442741377.0,byte-seconds,Artifact Registry
389805,2024-05-01 19:00:00,8.2e-05,2369971044923.0,byte-seconds,Artifact Registry
389921,2024-05-01 20:00:00,2.6e-05,754349227461.0,byte-seconds,Artifact Registry
389922,2024-05-01 20:00:00,9.5e-05,2777065275867.0,byte-seconds,Artifact Registry
390030,2024-05-01 21:00:00,0.000122,3531413767242.0,byte-seconds,Artifact Registry
390121,2024-05-01 22:00:00,3.3e-05,960348355035.0,byte-seconds,Artifact Registry
390122,2024-05-01 22:00:00,8.9e-05,2571065551975.0,byte-seconds,Artifact Registry
390210,2024-05-01 23:00:00,2.8e-05,811244262297.0,byte-seconds,Artifact Registry
390211,2024-05-01 23:00:00,9.4e-05,2720168968051.0,byte-seconds,Artifact Registry
390353,2024-05-02 0:00:00,6.3e-05,1819658649741.0,byte-seconds,Artifact Registry
390354,2024-05-02 0:00:00,5.9e-05,1711754964356.0,byte-seconds,Artifact Registry
390443,2024-05-02 1:00:00,0.000122,3531414206228.0,byte-seconds,Artifact Registry
390528,2024-05-02 2:00:00,0.000122,3531413575286.0,byte-seconds,Artifact Registry
390639,2024-05-02 3:00:00,2.5e-05,727863575794.0,byte-seconds,Artifact Registry
390640,2024-05-02 3:00:00,9.7e-05,2803550176338.0,byte-seconds,Artifact Registry
390771,2024-05-02 4:00:00,2.4e-05,701378018222.0,byte-seconds,Artifact Registry
390772,2024-05-02 4:00:00,9.8e-05,2830035709995.0,byte-seconds,Artifact Registry
390869,2024-05-02 5:00:00,0.000122,3531413677264.0,byte-seconds,Artifact Registry
