usage_end_time,cost,usage_amount,usage_unit,service_type
2024-05-17 11:00:00,0.0,364.0,seconds,Deep Learning VM
2024-05-17 11:00:00,0.0,364.0,seconds,Deep Learning VM
2024-05-17 11:00:00,0.0,364.0,seconds,Deep Learning VM
2024-05-17 11:00:00,0.0,364.0,seconds,Deep Learning VM
2024-05-17 12:00:00,0.0,1434.0,seconds,Deep Learning VM
2024-05-17 12:00:00,0.0,2165.0,seconds,Deep Learning VM
2024-05-17 12:00:00,0.0,1434.0,seconds,Deep Learning VM
2024-05-17 12:00:00,0.0,2165.0,seconds,Deep Learning VM
2024-05-17 12:00:00,0.0,2165.0,seconds,Deep Learning VM
2024-05-17 12:00:00,0.0,1434.0,seconds,Deep Learning VM
2024-05-17 12:00:00,0.0,1434.0,seconds,Deep Learning VM
2024-05-17 12:00:00,0.0,2165.0,seconds,Deep Learning VM
2024-05-17 13:00:00,0.0,2102.0,seconds,Deep Learning VM
2024-05-17 13:00:00,0.0,1498.0,seconds,Deep Learning VM
2024-05-17 13:00:00,0.0,3600.0,seconds,Deep Learning VM
2024-05-17 13:00:00,0.0,3600.0,seconds,Deep Learning VM
2024-05-17 13:00:00,0.0,1498.0,seconds,Deep Learning VM
2024-05-17 13:00:00,0.0,2102.0,seconds,Deep Learning VM
2024-05-17 14:00:00,0.0,1621.0,seconds,Deep Learning VM
2024-05-17 14:00:00,0.0,1707.0,seconds,Deep Learning VM
2024-05-17 14:00:00,0.0,1707.0,seconds,Deep Learning VM
2024-05-17 14:00:00,0.0,1621.0,seconds,Deep Learning VM
2024-05-17 14:00:00,0.0,3328.0,seconds,Deep Learning VM
2024-05-17 14:00:00,0.0,1621.0,seconds,Deep Learning VM
2024-05-17 14:00:00,0.0,1707.0,seconds,Deep Learning VM
