usage_end_time,cost,usage_amount,usage_unit,service_type
2024-04-04 10:00:00,0.0,1.0,requests,Cloud Functions
2024-04-04 10:00:00,1e-06,751619277.0,byte-seconds,Cloud Functions
2024-04-04 10:00:00,6.6e-05,3.0,seconds,Cloud Functions
2024-04-24 9:00:00,0.0,6.0,bytes,Cloud Functions
2024-04-24 9:00:00,0.0,2.0,bytes,Cloud Functions
2024-04-24 9:00:00,0.0,3.0,requests,Cloud Functions
2024-04-24 9:00:00,0.0,2.0,requests,Cloud Functions
2024-04-24 9:00:00,2e-06,1046898278.0,byte-seconds,Cloud Functions
2024-04-24 9:00:00,7e-05,3.0,seconds,Cloud Functions
2024-04-24 10:00:00,0.0,2.0,bytes,Cloud Functions
2024-04-24 10:00:00,0.0,1.0,requests,Cloud Functions
2024-04-24 10:00:00,1e-06,805306368.0,byte-seconds,Cloud Functions
2024-04-24 10:00:00,5.6e-05,2.0,seconds,Cloud Functions
2024-04-24 12:00:00,0.0,1.0,requests,Cloud Functions
2024-04-24 12:00:00,1.2e-05,5556613939.0,byte-seconds,Cloud Functions
2024-04-24 12:00:00,0.000533,22.0,seconds,Cloud Functions
2024-04-25 3:00:00,0.0,181.0,bytes,Cloud Functions
2024-04-25 3:00:00,0.0,2.0,bytes,Cloud Functions
2024-04-25 3:00:00,0.0,1.0,requests,Cloud Functions
2024-04-25 3:00:00,0.0,1.0,requests,Cloud Functions
2024-04-25 3:00:00,1e-06,483183821.0,byte-seconds,Cloud Functions
2024-04-25 3:00:00,1.2e-05,5449239757.0,byte-seconds,Cloud Functions
2024-04-25 3:00:00,7e-06,0.0,seconds,Cloud Functions
2024-04-25 3:00:00,0.00051,21.0,seconds,Cloud Functions
2024-04-25 8:00:00,0.0,366.0,bytes,Cloud Functions
2024-04-25 8:00:00,0.0,183.0,bytes,Cloud Functions
2024-04-25 8:00:00,0.0,6.0,requests,Cloud Functions
2024-04-25 8:00:00,2.6e-05,11408506880.0,byte-seconds,Cloud Functions
2024-04-25 8:00:00,0.00045,19.0,seconds,Cloud Functions
2024-04-25 8:00:00,0.000577,24.0,seconds,Cloud Functions
2024-04-25 9:00:00,0.0,183.0,bytes,Cloud Functions
2024-04-25 9:00:00,0.0,2.0,requests,Cloud Functions
2024-04-25 9:00:00,1.2e-05,5556613939.0,byte-seconds,Cloud Functions
2024-04-25 9:00:00,0.000533,22.0,seconds,Cloud Functions
2024-04-25 10:00:00,0.0,183.0,bytes,Cloud Functions
2024-04-25 10:00:00,0.0,2.0,requests,Cloud Functions
2024-04-25 10:00:00,1.5e-05,6818260582.0,byte-seconds,Cloud Functions
2024-04-25 10:00:00,0.000541,23.0,seconds,Cloud Functions
2024-04-25 11:00:00,0.0,181.0,bytes,Cloud Functions
2024-04-25 11:00:00,0.0,185.0,bytes,Cloud Functions
2024-04-25 11:00:00,0.0,3.0,requests,Cloud Functions
2024-04-25 11:00:00,0.0,1.0,requests,Cloud Functions
2024-04-25 11:00:00,1.4e-05,6254546125.0,byte-seconds,Cloud Functions
2024-04-25 11:00:00,1.3e-05,5583457485.0,byte-seconds,Cloud Functions
2024-04-25 11:00:00,0.000522,22.0,seconds,Cloud Functions
2024-04-25 11:00:00,0.000512,21.0,seconds,Cloud Functions
2024-04-25 12:00:00,0.0,549.0,bytes,Cloud Functions
2024-04-25 12:00:00,0.0,6.0,requests,Cloud Functions
2024-04-25 12:00:00,2.9e-05,12696997069.0,byte-seconds,Cloud Functions
2024-04-25 12:00:00,0.001068,45.0,seconds,Cloud Functions
2024-04-30 11:00:00,0.0,2.0,requests,Cloud Functions
2024-04-30 11:00:00,0.0,13.0,requests,Cloud Functions
